time,value
7.662585,33.736885
7.685805,59.589169
7.709025,212.771622
7.732245,108.025963
7.755465,57.214382
7.778685,60.401539
7.801905,95.797935
7.825125,201.587082
7.848345,132.174622
7.871564,67.027267
7.894784,60.430511
7.918005,148.295135
7.941225,219.689041
7.964445,97.251778
7.987664,112.236046
8.010884,337.675140
8.034104,392.507324
8.057324,171.190079
8.080544,274.301697
8.103765,99.554062
8.126985,237.749710
8.150204,171.593460
8.173424,152.698288
8.196644,259.819946
8.219864,159.408081
8.243084,316.355011
8.266304,236.012970
8.289524,187.075211
8.312744,265.387756
8.335963,283.483673
8.359183,390.993744
8.382403,321.212341
8.405623,313.300720
8.428843,284.481628
8.452064,235.503830
8.475284,288.467987
8.498504,194.741699
8.521724,191.504074
8.544943,339.716797
8.568163,223.073502
8.591383,274.171753
8.614603,214.909225
8.637823,245.705368
8.661043,212.242844
8.684263,178.489059
8.707483,220.330551
8.730703,303.732239
8.753922,215.641541
8.777143,268.494751
8.800363,177.446106
8.823583,229.517563
8.846803,270.345490
8.870023,267.287384
8.893243,276.792938
8.916463,291.221466
8.939683,236.442902
8.962902,276.345703
8.986122,215.059067
9.009342,244.595413
9.032562,296.604828
9.055782,273.277130
9.079002,322.016571
9.102222,262.457062
9.125443,268.152618
9.148663,261.604279
9.171882,262.746216
9.195102,236.088608
9.218322,244.057892
9.241542,255.986908
9.264762,208.211182
9.287982,185.262238
9.311202,189.114288
9.334422,153.083908
9.357642,119.089890
9.380861,178.159027
9.404081,186.869675
9.427301,232.977051
9.450521,157.754196
9.473742,95.307808
9.496962,173.394806
9.520182,292.192810
9.543402,169.308838
9.566622,115.547569
9.589841,140.364517
9.613061,235.936371
9.636281,235.331802
9.659501,173.296539
9.682721,161.771744
9.705941,184.184372
9.729161,351.297607
9.752381,224.820633
9.775600,142.963943
9.798820,121.359474
9.822041,170.326767
9.845261,252.251572
9.868481,288.290527
9.891701,201.168640
9.914921,216.449066
9.938141,255.086075
9.961361,205.309616
9.984580,231.060349
10.007800,147.673477
10.031020,266.415680
10.054240,277.875977
10.077460,154.121826
10.100680,160.167236
10.123900,165.802078
10.147120,209.177109
10.170341,193.261612
10.193560,100.343018
10.216780,78.903290
10.240000,199.008209
10.263220,259.125458
10.286440,154.257751
10.309660,135.347290
10.332880,93.512291
10.356100,180.953049
10.379320,191.355804
10.402539,164.472122
10.425759,93.858055
10.448979,178.408142
10.472199,238.909439
10.495420,208.989548
10.518640,140.241180
10.541860,113.672157
10.565080,155.655975
10.588300,280.297485
10.611519,159.417984
10.634739,77.060005
10.657959,152.928925
10.681179,172.543869
10.704399,247.412964
10.727619,143.646408
10.750839,91.524513
10.774059,423.575928
10.797279,303.979706
10.820498,132.744675
10.843719,122.988037
10.866939,126.758804
10.890159,284.089386
10.913379,256.239075
10.936599,163.388504
10.959819,108.541634
10.983039,219.405701
11.006259,254.711197
11.029478,151.601334
11.052698,113.339821
11.075918,150.670258
11.099138,319.493011
11.122358,202.875473
11.145578,119.881981
11.168798,109.471329
11.192019,309.954987
11.215239,369.821747
11.238458,198.271637
11.261678,99.193024
11.284898,159.501205
11.308118,259.552338
11.331338,268.053894
11.354558,125.243629
11.377778,124.447342
11.400998,488.921234
11.424217,289.400452
11.447437,308.206848
11.470657,250.743607
11.493877,182.909180
11.517097,301.060303
11.540318,302.859253
11.563538,246.727753
11.586758,213.437424
11.609978,273.214203
11.633197,295.485352
11.656417,267.167786
11.679637,187.252411
11.702857,164.794724
11.726077,277.673828
11.749297,316.437042
11.772517,249.797195
11.795737,214.044769
11.818957,343.535706
11.842176,232.727982
11.865396,213.400131
11.888617,134.440262
11.911837,59.389240
11.935057,350.487183
11.958277,347.794586
11.981497,182.683807
12.004717,146.789108
12.027937,149.693390
12.051156,337.316742
12.074376,366.953461
12.097596,178.759308
12.120816,113.601143
12.144036,257.221985
12.167256,460.374603
12.190476,221.451569
12.213696,135.537231
12.236917,229.136063
12.260136,346.556213
12.283356,328.607758
12.306576,207.121918
12.329796,163.666199
12.353016,345.392303
12.376236,319.486389
12.399456,240.699387
12.422676,280.690979
12.445896,287.810272
12.469115,386.728485
12.492335,401.469757
12.515555,240.209061
12.538775,178.379257
12.561996,289.699341
12.585216,419.631714
12.608436,385.089844
12.631656,302.520477
12.654876,244.565765
12.678095,420.257111
12.701315,268.234100
12.724535,156.855560
12.747755,175.067703
12.770975,295.971008
12.794195,328.659210
12.817415,361.923492
12.840635,199.024658
12.863854,249.016907
12.887074,383.088837
12.910295,469.706757
12.933515,312.756165
12.956735,192.386124
12.979955,368.613800
13.003175,410.815247
13.026395,385.350372
13.049615,270.137085
13.072834,217.219955
13.096054,386.977020
13.119274,422.190216
13.142494,311.846802
13.165714,296.953125
13.188934,305.747589
13.212154,357.308929
13.235374,356.214447
13.258595,424.894012
13.281814,334.166046
13.305034,463.154358
13.328254,492.394806
13.351474,364.717865
13.374694,305.968384
13.397914,289.132050
13.421134,358.056549
13.444354,426.952087
13.467574,410.426758
13.490793,268.088104
13.514013,317.943756
13.537233,279.824799
13.560453,319.963196
13.583673,295.828644
13.606894,308.502838
13.630114,381.892059
13.653334,470.111481
13.676554,207.480042
13.699773,276.238892
13.722993,384.593201
13.746213,422.436005
13.769433,384.425415
13.792653,272.425232
13.815873,274.976837
13.839093,548.696899
13.862313,446.959869
13.885533,327.506195
13.908752,305.911072
13.931973,263.219543
13.955193,433.693787
13.978413,328.505585
14.001633,299.204681
14.024853,321.573090
14.048073,372.067017
14.071293,374.882385
14.094513,381.416504
14.117732,473.232422
14.140952,464.219940
14.164172,424.395142
14.187392,426.290344
14.210612,357.199036
14.233832,249.240234
14.257052,610.084229
14.280272,325.830475
14.303492,615.904846
14.326712,332.611694
14.349932,584.019104
14.373152,319.889679
14.396372,431.952118
14.419592,298.445068
14.442812,359.103027
14.466032,436.921661
14.489252,364.156219
14.512471,284.633942
14.535691,355.724182
14.558911,463.489044
14.582131,503.619507
14.605351,456.458832
14.628572,385.653015
14.651792,282.538879
14.675012,520.869751
14.698232,578.536560
14.721451,446.962555
14.744671,328.931549
14.767891,359.128754
14.791111,590.014099
14.814331,547.800110
14.837551,462.107697
14.860771,351.331207
14.883991,603.328247
14.907211,537.371948
14.930430,435.924774
14.953650,596.073792
14.976871,584.832458
15.000091,594.495422
15.023311,624.368958
15.046531,448.603760
15.069751,410.025146
15.092971,420.245514
15.116191,499.829590
15.139410,649.355530
15.162630,610.953491
15.185850,461.256836
15.209070,1413.600342
15.232290,711.781006
15.255510,463.612244
15.278730,603.925598
15.301950,705.096802
15.325171,385.684357
15.348390,548.645020
15.371610,538.274353
15.394830,528.684143
15.418050,524.334412
15.441270,440.296722
15.464490,512.599426
15.487710,449.724945
15.510930,475.119080
15.534150,781.018860
15.557369,687.933289
15.580589,686.061584
15.603809,464.356354
15.627029,476.576782
15.650249,422.307220
15.673470,523.848145
15.696690,561.651550
15.719910,504.039001
15.743129,452.282654
15.766349,392.725281
15.789569,479.886749
15.812789,405.828613
15.836009,268.982910
15.859229,261.063629
15.882449,186.767120
15.905669,118.942375
15.928889,74.338516
15.952108,293.795380
15.975328,236.100952
15.998549,132.363297
16.021769,100.698120
16.044989,320.395477
16.068209,192.581207
16.091429,121.752998
16.114649,82.411461
16.137869,79.874222
16.161089,442.041504
16.184309,215.086212
16.207529,86.468506
16.230749,69.142113
16.253969,480.069214
16.277187,415.569702
16.300407,188.646927
16.323627,154.069916
16.346848,95.192368
16.370068,320.682556
16.393288,188.838181
16.416508,93.385002
16.439728,65.420235
16.462948,1063.235718
16.486168,741.427246
16.509388,476.480988
16.532608,626.815857
16.555828,312.042755
16.579048,465.370697
16.602268,277.698486
16.625488,275.220093
16.648708,328.372742
16.671926,310.206604
16.695147,314.203888
16.718367,326.456329
16.741587,341.429291
16.764807,350.696899
16.788027,657.235413
16.811247,506.213593
16.834467,489.109009
16.857687,304.785614
16.880907,597.063599
16.904127,240.346405
16.927347,472.423553
16.950567,346.817047
16.973787,337.916656
16.997007,270.146454
17.020227,264.025421
17.043447,287.043274
17.066668,331.161255
17.089886,341.638580
17.113106,214.636841
17.136326,134.945114
17.159546,93.088982
17.182766,42.072941
17.205986,331.823792
17.229206,201.086288
17.252426,116.824486
17.275646,116.196251
17.298866,41.755405
17.322086,449.350433
17.345306,185.004730
17.368526,61.982891
17.391747,70.351547
17.414967,286.642517
17.438187,281.891571
17.461407,117.971344
17.484627,50.463432
17.507845,32.124496
17.531065,464.813385
17.554285,217.784485
17.577505,80.601921
17.600725,40.237324
17.623945,170.464813
17.647165,325.876404
17.670385,121.092278
17.693605,59.421291
17.716825,24.378878
17.740046,287.873566
17.763266,195.779068
17.786486,89.065765
17.809706,51.095787
17.832926,72.582146
17.856146,535.042419
17.879366,254.915161
17.902586,156.823242
17.925804,202.299973
17.949024,125.898781
17.972244,295.693756
17.995464,150.506989
18.018684,216.020676
18.041904,51.688450
18.065125,219.144455
18.088345,142.751633
18.111565,35.050766
18.134785,24.854326
18.158005,519.191895
18.181225,380.837921
18.204445,74.776169
18.227665,44.986496
18.250885,26.507013
18.274105,354.302124
18.297325,109.875229
18.320543,44.305370
18.343763,8.675369
18.366983,689.777466
18.390203,330.978973
18.413424,109.217232
18.436644,70.588936
18.459864,81.981094
18.483084,358.887970
18.506304,145.971466
18.529524,23.608917
18.552744,18.573345
18.575964,1025.671143
18.599184,779.260254
18.622404,434.041443
18.645624,584.492065
18.668844,311.981079
18.692064,298.952423
18.715284,436.414490
18.738503,271.211151
18.761723,314.796112
18.784943,274.227844
18.808163,374.354187
18.831383,363.093903
18.854603,337.657349
18.877823,329.822357
18.901043,548.604553
18.924263,422.865662
18.947483,474.700470
18.970703,338.378601
18.993923,414.777740
19.017143,333.854248
19.040363,267.744812
19.063583,366.798920
19.086803,351.819489
19.110023,347.068665
19.133244,323.043335
19.156462,315.185333
19.179682,263.771729
19.202902,249.296570
19.226122,206.890991
19.249342,192.275650
19.272562,104.624275
19.295782,72.720901
19.319002,178.002167
19.342222,222.152725
19.365442,90.414139
19.388662,104.604103
19.411882,42.133205
19.435102,364.776703
19.458323,171.679916
19.481543,65.909920
19.504763,23.272400
19.527983,217.605560
19.551201,244.997696
19.574421,96.624969
19.597641,37.577477
19.620861,12.787497
19.644081,772.475403
19.667301,263.261993
19.690521,90.235268
19.713741,91.553894
19.736961,94.977066
19.760181,260.376953
19.783401,101.266708
19.806622,20.232616
19.829842,17.215635
19.853062,1331.085327
19.876282,655.379883
19.899502,439.960724
19.922722,394.135895
19.945942,494.547394
19.969160,302.360199
19.992380,400.220642
20.015600,335.069946
20.038820,363.819550
20.062040,297.742035
20.085260,279.609100
20.108480,279.696777
20.131701,312.472504
20.154921,458.620148
20.178141,613.574097
20.201361,485.205902
20.224581,408.249969
20.247801,353.605438
20.271021,575.246887
20.294241,287.314056
20.317461,346.860748
20.340681,350.031738
20.363901,280.925995
20.387119,297.236511
20.410339,359.821625
20.433559,323.989471
20.456779,367.472717
20.480000,244.219482
20.503220,159.443985
20.526440,154.507202
20.549660,69.283241
20.572880,32.611145
20.596100,257.354004
20.619320,251.937241
20.642540,96.264198
20.665760,77.800163
20.688980,148.959839
20.712200,281.123840
20.735420,139.465988
20.758640,54.163502
20.781860,33.525337
20.805079,295.646820
20.828299,268.227936
20.851519,109.196388
20.874739,44.018089
20.897959,76.758904
20.921179,313.464539
20.944399,102.391563
20.967619,33.317577
20.990839,29.254759
21.014059,250.146622
21.037279,182.056686
21.060499,78.961060
21.083719,39.139141
21.106939,851.036438
21.130159,693.175598
21.153379,422.769135
21.176600,236.199936
21.199818,176.225220
21.223038,296.651672
21.246258,254.621246
21.269478,349.262573
21.292698,236.177307
21.315918,99.395226
21.339138,315.656036
21.362358,312.552551
21.385578,69.314209
21.408798,15.475883
21.432018,650.344055
21.455238,600.848328
21.478458,231.963196
21.501678,65.376015
21.524899,9.295105
21.548119,1138.499878
21.571339,390.419067
21.594559,258.010437
21.617777,368.838623
21.640997,242.773621
21.664217,459.279572
21.687437,271.447357
21.710657,217.910858
21.733877,350.053192
21.757097,483.755951
21.780317,482.904388
21.803537,352.665314
21.826757,255.849136
21.849977,279.471344
21.873198,281.096344
21.896418,495.870728
21.919638,230.355698
21.942858,325.373260
21.966078,712.041626
21.989298,511.055420
22.012518,456.285278
22.035736,442.967926
22.058956,413.754028
22.082176,458.789429
22.105396,250.852676
22.128616,303.296844
22.151836,400.828552
22.175056,321.192322
22.198277,446.582092
22.221497,239.907944
22.244717,219.529587
22.267937,350.691528
22.291157,886.842285
22.314377,442.021393
22.337597,404.010162
22.360817,405.493530
22.384037,346.013062
22.407257,298.389282
22.430477,358.336121
22.453695,381.483612
22.476915,303.560791
22.500135,346.677399
22.523355,390.156433
22.546576,272.577332
22.569796,274.918640
22.593016,240.714783
22.616236,263.611328
22.639456,145.075516
22.662676,81.877335
22.685896,25.321091
22.709116,274.701935
22.732336,238.236710
22.755556,100.225754
22.778776,68.509781
22.801996,196.119049
22.825216,232.296768
22.848434,115.985580
22.871655,60.380966
22.894875,27.605783
22.918095,376.546173
22.941315,286.390259
22.964535,194.637421
22.987755,116.172318
23.010975,380.789703
23.034195,469.637970
23.057415,284.222595
23.080635,190.288406
23.103855,105.748894
23.127075,229.977341
23.150295,178.224106
23.173515,61.697659
23.196735,36.253475
23.219955,819.511353
23.243176,1103.867798
23.266394,486.569458
23.289614,456.493439
23.312834,429.157745
23.336054,425.055420
23.359274,337.456085
23.382494,282.818359
23.405714,343.478424
23.428934,327.457733
23.452154,313.541260
23.475374,342.227997
23.498594,310.294861
23.521814,348.368958
23.545034,750.067444
23.568254,608.616699
23.591475,451.553864
23.614695,431.542297
23.637915,405.669037
23.661135,344.909973
23.684353,277.138397
23.707573,366.285065
23.730793,353.951080
23.754013,336.982330
23.777233,314.427399
23.800453,320.102509
23.823673,278.652954
23.846893,303.350861
23.870113,258.235413
23.893333,215.278122
23.916553,142.007462
23.939774,92.043221
23.962994,135.464081
23.986214,314.441315
24.009434,158.920776
24.032654,100.515816
24.055874,49.548634
24.079092,336.486084
24.102312,255.454788
24.125532,98.832779
24.148752,52.658848
24.171972,119.169739
24.195192,415.921814
24.218412,164.165909
24.241632,61.954281
24.264853,33.558113
24.288073,389.302673
24.311293,241.666672
24.334513,83.404953
24.357733,60.932930
24.380953,38.942291
24.404173,428.879883
24.427393,180.937683
24.450613,46.949867
24.473833,43.144844
24.497051,1132.036743
24.520271,498.960876
24.543491,310.363373
24.566711,244.569962
24.589931,363.710754
24.613152,144.452087
24.636372,166.388336
24.659592,71.660767
24.682812,435.363556
24.706032,246.358902
24.729252,319.443451
24.752472,85.214798
24.775692,171.316772
24.798912,126.753670
24.822132,286.941345
24.845352,158.802490
24.868572,567.730835
24.891792,155.898987
24.915010,175.434692
24.938231,262.794037
24.961451,232.813751
24.984671,53.264877
25.007891,36.160126
25.031111,270.606445
25.054331,150.079041
25.077551,74.855110
25.100771,28.463190
25.123991,541.742798
25.147211,649.966675
25.170431,334.838623
25.193651,59.744041
25.216871,35.497059
25.240091,482.555603
25.263311,331.245514
25.286531,199.837173
25.309752,34.835968
25.332970,542.597046
25.356190,996.484558
25.379410,597.042358
25.402630,438.000244
25.425850,385.099792
25.449070,390.634918
25.472290,283.731476
25.495510,346.498047
25.518730,340.689880
25.541950,347.090088
25.565170,316.805634
25.588390,378.559082
25.611610,340.087402
25.634830,318.229889
25.658051,784.575745
25.681271,563.581970
25.704491,485.396698
25.727709,519.949219
25.750929,309.375702
25.774149,366.423706
25.797369,314.796265
25.820589,431.254333
25.843809,347.694214
25.867029,402.791962
25.890249,278.010406
25.913469,353.393982
25.936689,324.297638
25.959909,321.432098
25.983130,258.217010
26.006350,186.549377
26.029570,106.939445
26.052790,92.107460
26.076010,106.669113
26.099230,254.764633
26.122450,147.342545
26.145668,91.843689
26.168888,41.803093
26.192108,302.489319
26.215328,193.292191
26.238548,106.835953
26.261768,29.883585
26.284988,89.305214
26.308208,392.222351
26.331429,209.086594
26.354649,171.636124
26.377869,63.981583
26.401089,779.251953
26.424309,289.427429
26.447529,259.476929
26.470749,112.783447
26.493969,171.554169
26.517189,188.045822
26.540409,99.341179
26.563627,29.577917
26.586847,19.353584
26.610067,1430.736816
26.633287,778.195374
26.656507,459.859589
26.679728,514.210815
26.702948,293.406586
26.726168,408.481567
26.749388,267.089783
26.772608,375.028900
26.795828,332.295135
26.819048,305.368622
26.842268,325.651337
26.865488,312.597290
26.888708,276.987854
26.911928,328.708649
26.935148,861.165161
26.958366,542.636047
26.981586,464.313904
27.004807,408.178619
27.028027,419.081696
27.051247,238.743073
27.074467,417.404266
27.097687,310.674500
27.120907,350.636078
27.144127,373.797363
27.167347,275.658173
27.190567,268.638489
27.213787,270.648621
27.237007,340.213928
27.260227,340.051483
27.283447,244.254486
27.306667,119.781281
27.329887,5.000081
27.353107,363.585999
27.376326,487.207275
27.399546,188.212631
27.422766,72.268394
27.445986,417.982941
27.469206,716.185791
27.492426,461.304108
27.515646,186.964172
27.538866,280.296051
27.562086,147.353928
27.585306,590.229309
27.608526,37.434235
27.631746,134.911148
27.654966,305.118134
27.678186,173.911102
27.701406,299.913452
27.724627,351.929230
27.747847,145.945145
27.771067,109.506813
27.794285,299.342072
27.817505,83.757126
27.840725,620.914001
27.863945,50.944851
27.887165,902.713013
27.910385,480.637299
27.933605,316.664673
27.956825,389.532806
27.980045,498.493652
28.003265,252.083420
28.026485,327.873596
28.049706,350.434509
28.072926,253.582397
28.096146,360.944092
28.119366,293.324829
28.142586,262.244507
28.165806,262.859802
28.189026,629.178040
28.212244,644.583923
28.235464,389.038422
28.258684,558.840088
28.281904,324.865112
28.305124,556.333679
28.328344,436.845459
28.351564,213.552673
28.374784,232.738083
28.398005,244.351028
28.421225,320.144287
28.444445,347.249298
28.467665,253.098328
28.490885,262.885498
28.514105,678.061890
28.537325,683.730896
28.560545,303.385101
28.583765,327.509674
28.606983,579.864197
28.630203,375.796967
28.653423,465.064056
28.676643,312.241486
28.699863,239.156311
28.723083,245.791016
28.746304,128.195953
28.769524,39.683056
28.792744,84.719177
28.815964,79.521530
28.839184,45.866592
28.862404,52.529957
28.885624,63.532761
28.908844,73.768692
28.932064,88.890526
28.955284,101.983879
28.978504,115.675751
29.001724,135.947678
29.024942,149.529694
29.048162,252.615631
29.071383,195.185486
29.094603,268.661102
29.117823,907.517029
29.141043,468.138885
29.164263,165.196579
29.187483,538.862793
29.210703,441.783539
29.233923,554.562744
29.257143,343.457855
29.280363,288.611572
29.303583,342.146271
29.326803,289.591034
29.350023,240.995514
29.373243,261.331299
29.396463,320.657654
29.419683,290.376770
29.442902,283.105042
29.466122,253.965149
29.489342,215.170883
29.512562,279.088837
29.535782,426.169891
29.559002,376.634216
29.582222,317.816864
29.605442,452.895172
29.628662,225.930740
29.651882,223.165802
29.675102,403.343475
29.698322,275.656494
29.721542,232.869736
29.744762,195.169479
29.767982,241.252014
29.791203,220.843582
29.814423,218.685944
29.837643,207.325165
29.860861,248.127335
29.884081,111.432442
29.907301,46.217442
29.930521,61.907230
29.953741,280.641510
29.976961,312.441345
30.000181,185.503281
30.023401,397.385437
30.046621,123.728218
30.069841,1001.793091
30.093061,381.340210
30.116282,240.296432
30.139502,241.618530
30.162722,291.485596
30.185942,290.100403
30.209162,100.665588
30.232382,96.510056
30.255600,41.512753
30.278820,1181.389526
30.302040,590.947144
30.325260,447.903320
30.348480,162.410706
30.371700,306.305603
30.394920,197.012131
30.418140,247.376953
30.441360,303.710236
30.464581,275.286469
30.487801,257.481873
30.511021,338.822205
30.534241,291.261414
30.557461,301.070740
30.580681,332.734650
30.603901,333.985291
30.627121,278.157928
30.650341,287.037384
30.673559,360.985809
30.696779,338.568695
30.719999,169.252838
30.743219,159.048721
30.766439,200.657867
30.789660,290.509186
30.812880,247.909348
30.836100,232.192215
30.859320,249.797028
30.882540,175.398392
30.905760,359.712524
30.928980,165.239975
30.952200,150.047821
30.975420,34.377441
30.998640,41.579124
31.021860,186.197021
31.045080,171.562927
31.068300,176.914276
31.091518,384.936005
31.114738,490.481049
31.137959,354.429474
31.161179,253.852554
31.184399,132.436569
31.207619,118.596756
31.230839,497.279877
31.254059,167.291718
31.277279,137.184875
31.300499,102.392517
31.323719,451.129089
31.346939,209.332977
31.370159,109.254875
31.393379,131.272583
31.416599,216.387604
31.439819,196.253662
31.463039,180.128632
31.486258,215.782364
31.509478,96.975800
31.532698,261.347137
31.555918,247.410706
31.579138,202.203506
31.602358,140.677338
31.625578,95.469170
31.648798,272.001892
31.672018,213.434738
31.695238,109.745560
31.718458,154.250015
31.741678,283.316589
31.764898,278.489868
31.788118,233.844238
31.811338,225.366180
31.834558,145.102524
31.857779,580.467896
31.880999,292.473846
31.904217,202.313232
31.927437,197.434570
31.950657,354.321869
31.973877,757.299255
31.997097,337.130646
32.020317,208.014191
32.043537,97.721107
32.066757,122.472458
32.089977,193.098206
32.113197,178.720154
32.136417,130.651657
32.159637,83.938080
32.182858,696.504272
32.206078,226.225784
32.229298,88.398628
32.252518,126.635262
32.275738,145.005295
32.298958,474.142487
32.322178,335.335754
32.345398,102.295425
32.368618,184.014664
32.391838,934.101074
32.415058,335.671478
32.438278,243.942978
32.461498,88.326225
